@relation 'spambase_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute -0.348word_freq_857-0.348word_freq_415-0.32word_freq_direct-0.317word_freq_technology-0.312word_freq_telnet... numeric
@attribute 0.272word_freq_your+0.252capital_run_length_longest+0.248word_freq_000+0.236char_freq_$+0.235word_freq_order... numeric
@attribute -0.445capital_run_length_longest-0.372capital_run_length_total-0.292char_freq_(-0.285capital_run_length_average+0.248word_freq_you... numeric
@attribute 0.403word_freq_original+0.394word_freq_1999+0.304word_freq_pm-0.295word_freq_font+0.246word_freq_cs... numeric
@attribute '0.534word_freq_meeting+0.332word_freq_will+0.31 word_freq_lab+0.27 word_freq_our-0.256word_freq_font...' numeric
@attribute 0.303word_freq_font+0.299word_freq_business+0.299char_freq_;-0.29word_freq_addresses+0.274word_freq_credit... numeric
@attribute -0.43word_freq_font-0.406char_freq_;+0.284capital_run_length_average-0.254word_freq_000-0.247word_freq_meeting... numeric
@attribute -0.323word_freq_edu-0.305word_freq_you-0.257word_freq_cs-0.239char_freq_!+0.237word_freq_internet... numeric
@attribute '0.368word_freq_edu+0.35 word_freq_cs-0.291word_freq_make+0.28 word_freq_our+0.258word_freq_remove...' numeric
@attribute 0.359word_freq_cs+0.353word_freq_edu-0.289word_freq_re-0.265word_freq_pm-0.262char_freq_!... numeric
@attribute -0.326word_freq_email-0.262word_freq_will-0.258word_freq_all+0.248word_freq_george-0.23word_freq_hpl... numeric
@attribute 0.355word_freq_money+0.305word_freq_free+0.262word_freq_make-0.257word_freq_re-0.24char_freq_!... numeric
@attribute 0.334word_freq_parts-0.314word_freq_address-0.27word_freq_mail+0.259word_freq_hp-0.254word_freq_will... numeric
@attribute -0.529word_freq_data-0.345char_freq_[+0.246word_freq_people+0.219word_freq_hp+0.198word_freq_hpl... numeric
@attribute 0.399word_freq_table-0.361word_freq_project+0.272word_freq_re+0.223word_freq_order-0.22word_freq_will... numeric
@attribute -0.428word_freq_address+0.373word_freq_george-0.307word_freq_mail-0.297word_freq_report+0.255word_freq_conference... numeric
@attribute -0.504word_freq_table+0.359char_freq_[-0.277word_freq_report-0.261word_freq_project+0.246char_freq_!... numeric
@attribute -0.453word_freq_3d-0.403word_freq_project-0.332word_freq_parts-0.243word_freq_re+0.225word_freq_free... numeric
@attribute 0.686word_freq_3d-0.428word_freq_parts+0.187word_freq_lab-0.167word_freq_people-0.167word_freq_address... numeric
@attribute -0.602word_freq_conference+0.532word_freq_project+0.258char_freq_#-0.17word_freq_3d+0.168word_freq_make... numeric
@attribute 0.447word_freq_address-0.388char_freq_#-0.295word_freq_conference-0.284word_freq_re-0.275word_freq_mail... numeric
@attribute '-0.43char_freq_#-0.327word_freq_address-0.256word_freq_over-0.247word_freq_conference+0.24 capital_run_length_average...' numeric
@attribute 0.407word_freq_conference+0.407char_freq_!+0.387word_freq_project+0.339word_freq_table+0.284word_freq_free... numeric
@attribute '0.326word_freq_mail+0.321char_freq_(+0.31 word_freq_internet-0.261char_freq_[+0.26 word_freq_free...' numeric
@attribute 0.404word_freq_people+0.357word_freq_money+0.298word_freq_email-0.294word_freq_report-0.253word_freq_000... numeric
@attribute -0.45word_freq_table-0.386word_freq_make+0.315word_freq_all+0.283word_freq_report-0.227word_freq_000... numeric
@attribute -0.335word_freq_email+0.323word_freq_over+0.269word_freq_mail-0.255word_freq_re-0.249word_freq_data... numeric
@attribute -0.412char_freq_#+0.306word_freq_free-0.261word_freq_data-0.254word_freq_pm-0.218word_freq_all... numeric
@attribute 0.433word_freq_internet-0.293word_freq_order-0.28word_freq_remove-0.279word_freq_mail+0.237char_freq_[... numeric
@attribute -0.493word_freq_credit+0.312word_freq_data-0.297char_freq_(-0.285char_freq_[+0.276word_freq_internet... numeric
@attribute -0.363word_freq_credit-0.3word_freq_free+0.288word_freq_order+0.283word_freq_business-0.282word_freq_data... numeric
@attribute 0.397char_freq_!+0.331word_freq_over-0.318word_freq_000+0.279word_freq_receive-0.268word_freq_credit... numeric
@attribute 0.367word_freq_our-0.297word_freq_order-0.262word_freq_all+0.253word_freq_report+0.244word_freq_email... numeric
@attribute -0.359word_freq_remove+0.343word_freq_our-0.297word_freq_over-0.258capital_run_length_average-0.244word_freq_report... numeric
@attribute 0.431word_freq_pm+0.303word_freq_order+0.285word_freq_free-0.282word_freq_original+0.269word_freq_people... numeric
@attribute '0.518word_freq_will-0.336word_freq_make+0.27 word_freq_parts+0.24 word_freq_pm+0.209word_freq_cs...' numeric
@attribute 0.431word_freq_all+0.265word_freq_business-0.264char_freq_$+0.252word_freq_re-0.242word_freq_pm... numeric
@attribute -0.338word_freq_your-0.272word_freq_george+0.266word_freq_make-0.221word_freq_cs-0.215char_freq_$... numeric
@attribute 0.431word_freq_original-0.275word_freq_receive+0.255char_freq_$-0.249word_freq_pm-0.23word_freq_edu... numeric
@attribute '-0.326word_freq_business+0.29 word_freq_cs-0.284word_freq_email-0.275word_freq_edu+0.234word_freq_85...' numeric
@attribute '-0.433word_freq_business-0.343word_freq_you+0.308word_freq_our+0.27 char_freq_$+0.253word_freq_re...' numeric
@attribute '-0.437capital_run_length_total-0.338word_freq_85+0.24 word_freq_addresses-0.24word_freq_business+0.225word_freq_your...' numeric
@attribute -0.389capital_run_length_total+0.274word_freq_85-0.242word_freq_mail+0.241word_freq_650-0.24word_freq_cs... numeric
@attribute 0.441word_freq_you-0.361word_freq_receive-0.294word_freq_money+0.276word_freq_make+0.265word_freq_hpl... numeric
@attribute -0.543word_freq_edu+0.383word_freq_cs+0.378word_freq_1999-0.302word_freq_original+0.204word_freq_000... numeric
@attribute '-0.551word_freq_your+0.391word_freq_you-0.262word_freq_font+0.26 word_freq_receive+0.246char_freq_;...' numeric
@attribute -0.508word_freq_font+0.459char_freq_;-0.335word_freq_hpl+0.309word_freq_85+0.202word_freq_your... numeric
@attribute -0.547word_freq_000+0.532word_freq_addresses+0.289char_freq_$-0.215word_freq_order-0.183word_freq_email... numeric
@attribute class {1,0}

@data
0.73167,-0.043021,0.580599,-0.251116,-0.174817,-0.569698,-0.050588,-0.071787,0.415519,-0.809172,-1.200508,0.181877,-0.130318,-0.192555,0.52459,0.02407,-0.324665,-0.060902,-0.005688,-0.202842,0.560711,-0.280102,0.238026,-0.17286,0.134018,0.782013,-0.699658,0.151862,0.632112,-0.247375,0.333765,0.3128,0.381376,0.27657,-0.397321,-0.099367,-0.335834,0.25803,-0.10459,-0.328883,0.025608,-0.07238,-0.682817,0.052132,0.16295,0.208334,-0.14392,-0.339307,1
1.184956,2.067625,-0.036031,0.430412,-0.327583,-0.826598,-0.49013,-0.621614,-0.883583,0.35137,0.020529,0.087005,-0.038034,0.460881,-0.406007,-0.716954,-0.006166,0.215009,-0.31096,-0.255442,-0.260791,0.18789,-0.329749,-0.120141,0.456357,0.363033,0.440198,-0.186004,0.076089,-0.26751,-0.783006,0.43584,-0.03302,-0.419839,-0.043493,0.055587,0.501529,-0.051897,-0.532772,0.163963,-0.288169,-0.378751,-0.230242,0.139839,0.156282,-0.291868,0.14153,-0.262381,1
1.467435,5.023208,-3.277235,0.994957,0.641234,-2.784381,-1.84427,2.097591,1.982534,0.259445,-0.377529,0.333593,-1.213546,-0.460474,0.741003,0.585278,-0.548819,-0.558867,-0.092095,0.129002,-1.381672,0.282506,-0.307921,-0.032637,-0.357688,-0.09723,-1.71111,0.930041,0.016026,-0.268758,-0.607638,-0.559309,-0.227766,1.981385,-0.146168,-0.018032,0.345897,0.555493,-1.21663,1.672315,-0.280097,-0.052587,0.394517,-0.709595,-0.295567,0.079428,0.625459,1.131254,1
0.80526,0.427457,0.583043,-0.008241,-0.077455,0.547803,0.404856,0.45936,0.160836,0.260425,0.341028,-0.160887,-0.268693,0.29843,-0.136409,-0.686484,0.115244,0.041912,-0.144546,-0.354429,-0.473688,0.48462,-0.198413,0.436265,0.705402,0.26611,0.330787,0.187896,0.16525,0.255173,-0.40051,0.695655,-0.535191,0.023297,0.478913,0.017374,-0.412599,-0.002961,-0.254852,1.088268,0.382484,0.278183,0.467889,0.216277,0.238472,0.840352,-0.410731,-0.107388,1
0.806191,0.426701,0.585091,-0.008166,-0.077646,0.547694,0.403736,0.46107,0.160584,0.26196,0.340605,-0.160299,-0.26894,0.299188,-0.135111,-0.686731,0.115445,0.041373,-0.145313,-0.35405,-0.47441,0.48634,-0.197844,0.433694,0.70487,0.266489,0.330042,0.186862,0.165893,0.257638,-0.401837,0.694497,-0.535431,0.022652,0.479372,0.018203,-0.413782,-0.00223,-0.25472,1.087834,0.382542,0.276436,0.466745,0.216534,0.238305,0.84056,-0.409183,-0.106582,1
0.49262,-0.48951,0.373364,-0.443378,0.407751,0.671938,0.579316,1.342453,1.337345,0.345828,1.281746,-0.922154,0.349076,0.215678,-0.024741,-0.074383,-0.288481,-0.726305,0.317674,-0.267212,0.38627,-0.027427,-0.352305,1.41461,0.727424,0.12551,1.58496,0.548654,1.680177,1.387668,0.632755,-0.265863,0.883315,0.364967,-0.261939,-0.263895,-0.749246,0.630388,-0.697148,1.602178,1.782532,0.563314,0.157682,0.476679,-0.257087,0.56539,-0.144906,-0.015263,1
1.025721,1.020638,1.737424,0.014956,0.87145,1.448537,0.024396,0.008219,0.090204,0.033352,-0.622572,0.707384,-0.562362,0.139056,-0.776665,-0.711555,-0.191749,0.475456,-0.725066,-0.375432,-1.332229,0.848728,-0.697425,0.547761,-0.660668,-0.106286,-0.424978,0.686496,0.449023,-0.626218,-1.364276,0.822994,0.412357,0.894067,-0.007381,0.00532,-1.032009,-1.175835,-1.239254,0.743464,0.873523,-0.745188,0.599654,-1.244824,0.147898,1.840735,-0.817399,0.351474,1
0.504395,-0.487483,0.41848,-0.432269,0.410951,0.687679,0.560302,1.373803,1.353209,0.361711,1.301671,-0.937753,0.357926,0.225361,-0.011941,-0.076574,-0.285894,-0.741444,0.316221,-0.267809,0.387975,-0.016243,-0.339504,1.419139,0.728848,0.135174,1.596932,0.546617,1.706239,1.427884,0.63684,-0.271656,0.902954,0.367412,-0.26611,-0.260162,-0.766648,0.637112,-0.712933,1.626378,1.812864,0.555345,0.154248,0.496025,-0.268797,0.573584,-0.133839,-0.010993,1
1.265801,3.640849,-1.491548,0.119221,1.375369,3.1055,2.036784,1.275868,-0.465424,1.497368,0.41487,0.222278,-0.615625,-1.071227,1.288742,1.02294,0.10665,-0.219094,-0.901853,0.555081,-0.298436,-0.866612,-0.250409,-1.520059,-0.316218,0.954341,-1.342781,-0.58233,-0.975727,-3.46893,-2.270916,-0.321157,-0.838883,0.875519,0.105455,-0.403419,-0.107131,-1.039277,1.021323,1.477971,2.004141,0.39581,-0.126263,0.071453,-0.573949,0.717308,0.192523,-0.749393,1
0.841138,0.400467,-0.029865,-0.29594,-0.185975,-0.874246,-0.326066,-0.026017,0.170904,-0.071366,-0.178011,-0.3831,0.054923,-0.261171,-0.267024,0.100718,-0.429373,0.283333,-0.073089,-0.195317,0.402834,0.029614,-0.286181,-0.651183,-0.271276,0.311024,0.093748,-0.104875,-0.147858,0.1578,-0.176624,0.239295,-0.515309,-0.290598,0.16556,0.158736,0.482232,0.237078,-0.000575,0.391839,0.092899,-0.263635,-0.363556,0.157192,-0.112993,-0.221631,0.409353,-0.001981,1
0.183055,1.702605,1.677627,0.619892,-0.606908,1.593611,0.24051,0.824825,0.379124,-0.242481,-0.804783,0.98686,-1.3428,0.319238,-0.17049,-1.493789,0.181825,0.653441,-0.298591,-0.733695,-1.728742,0.894172,-0.194013,0.398015,0.349277,-0.276441,-1.122126,0.320262,-0.356785,-1.289354,-1.2938,1.713671,-0.976737,-1.613953,-0.383242,-0.264611,-0.054171,-0.071275,-1.298606,0.358308,0.366316,0.095854,-0.846838,-0.954157,0.50007,1.413409,-0.736091,0.135293,1
